id,neg,neu,pos,compound
11525,0.118,0.882,0.0,-0.0516
8129,0.367,0.633,0.0,-0.7964
8096,0.137,0.863,0.0,-0.2263
10157,0.25,0.75,0.0,-0.6514
5193,0.232,0.658,0.11,-0.5835
6515,0.0,0.769,0.231,0.2023
3454,0.344,0.464,0.192,-0.3182
1755,0.224,0.776,0.0,-0.3818
8920,0.385,0.615,0.0,-0.7845
2746,0.209,0.609,0.183,-0.0772
3690,0.205,0.795,0.0,-0.5574
6011,0.0,1.0,0.0,0.0
2010,0.0,1.0,0.0,0.0
7293,0.0,1.0,0.0,0.0
16022,0.099,0.901,0.0,-0.296
20444,0.0,0.683,0.317,0.6841
10410,0.0,1.0,0.0,0.0
4217,0.0,0.772,0.228,0.694
22501,0.0,1.0,0.0,0.0
13067,0.0,0.87,0.13,0.128
22352,0.0,0.8,0.2,0.5423
3462,0.0,1.0,0.0,0.0
8907,0.0,1.0,0.0,0.0
21025,0.234,0.571,0.195,-0.3182
20869,0.381,0.619,0.0,-0.5106
77,0.0,0.66,0.34,0.5574
22463,0.278,0.722,0.0,-0.4003
20984,0.125,0.656,0.219,0.3751
3907,0.0,0.607,0.393,0.6344
502,0.273,0.578,0.149,-0.3729
2892,0.345,0.655,0.0,-0.7003
9470,0.0,1.0,0.0,0.0
10212,0.115,0.646,0.239,0.4084
2131,0.173,0.827,0.0,-0.3182
15178,0.0,1.0,0.0,0.0
6500,0.2,0.8,0.0,-0.128
22818,0.394,0.606,0.0,-0.5994
12998,0.507,0.493,0.0,-0.802
17844,0.21,0.718,0.072,-0.6661
21345,0.0,1.0,0.0,0.0
3058,0.0,0.769,0.231,0.4019
16458,0.287,0.713,0.0,-0.8052
13591,0.481,0.519,0.0,-0.7579
21645,0.0,0.788,0.212,0.5826
5734,0.416,0.584,0.0,-0.7506
11886,0.0,1.0,0.0,0.0
8282,0.0,1.0,0.0,0.0
9381,0.428,0.572,0.0,-0.918
20297,0.484,0.413,0.103,-0.8816
11205,0.0,1.0,0.0,0.0
13410,0.0,0.732,0.268,0.5106
1072,0.0,1.0,0.0,0.0
19007,0.062,0.792,0.147,0.4466
9911,0.218,0.782,0.0,-0.6486
18970,0.238,0.762,0.0,-0.3612
17820,0.0,0.748,0.252,0.4019
3425,0.134,0.753,0.113,-0.1027
9638,0.304,0.696,0.0,-0.6408
18527,0.284,0.716,0.0,-0.8192
2285,0.0,1.0,0.0,0.0
19182,0.282,0.644,0.074,-0.5473
8140,0.138,0.597,0.265,0.4019
5832,0.193,0.807,0.0,-0.4767
11745,0.084,0.798,0.118,0.2023
13481,0.0,0.712,0.288,0.5622
9362,0.332,0.637,0.03,-0.9169
21891,0.163,0.64,0.198,0.1531
15473,0.434,0.566,0.0,-0.5574
20321,0.341,0.659,0.0,-0.4767
15609,0.219,0.781,0.0,-0.4215
9314,0.0,0.859,0.141,0.2023
12399,0.249,0.751,0.0,-0.6486
18490,0.0,1.0,0.0,0.0
16884,0.448,0.407,0.145,-0.7351
8385,0.0,0.615,0.385,0.7845
20665,0.28,0.663,0.057,-0.7213
9942,0.146,0.854,0.0,-0.0516
22215,0.225,0.775,0.0,-0.4939
15024,0.0,1.0,0.0,0.0
7174,0.125,0.875,0.0,-0.25
19328,0.121,0.773,0.106,-0.0772
5176,0.274,0.726,0.0,-0.5267
12915,0.259,0.741,0.0,-0.4215
9906,0.167,0.833,0.0,-0.34
19070,0.081,0.919,0.0,-0.3182
19060,0.0,1.0,0.0,0.0
1860,0.0,0.7,0.3,0.4588
15095,0.0,1.0,0.0,0.0
17875,0.106,0.768,0.125,0.1197
17856,0.099,0.731,0.17,0.34
3557,0.341,0.525,0.134,-0.6523
6314,0.0,1.0,0.0,0.0
6997,0.0,1.0,0.0,0.0
8516,0.0,1.0,0.0,0.0
18979,0.415,0.585,0.0,-0.8188
4318,0.216,0.517,0.267,0.1531
204,0.0,1.0,0.0,0.0
14552,0.336,0.448,0.216,-0.3818
4391,0.262,0.738,0.0,-0.5994
14212,0.218,0.602,0.18,0.128
8054,0.0,0.86,0.14,0.0772
12018,0.0,0.816,0.184,0.4019
17063,0.0,1.0,0.0,0.0
5964,0.154,0.846,0.0,-0.25
23034,0.0,1.0,0.0,0.0
18778,0.204,0.612,0.185,-0.1177
13094,0.0,0.871,0.129,0.2342
21058,0.417,0.583,0.0,-0.8225
641,0.179,0.821,0.0,-0.34
13585,0.0,0.763,0.237,0.4215
7159,0.186,0.814,0.0,-0.1531
9586,0.291,0.709,0.0,-0.4019
4598,0.176,0.824,0.0,-0.4588
13582,0.0,0.8,0.2,0.3612
16242,0.266,0.734,0.0,-0.4404
11081,0.166,0.562,0.272,0.3885
10390,0.0,1.0,0.0,0.0
17937,0.0,1.0,0.0,0.0
13235,0.0,1.0,0.0,0.0
7006,0.0,0.714,0.286,0.4215
2310,0.0,1.0,0.0,0.0
4869,0.323,0.462,0.215,-0.4767
19835,0.0,1.0,0.0,0.0
13578,0.06,0.666,0.274,0.7058
20694,0.0,0.823,0.177,0.4199
11330,0.0,1.0,0.0,0.0
4194,0.433,0.567,0.0,-0.7269
5900,0.396,0.604,0.0,-0.802
4516,0.314,0.686,0.0,-0.6705
17395,0.0,1.0,0.0,0.0
4661,0.0,1.0,0.0,0.0
11984,0.203,0.761,0.036,-0.7213
15759,0.203,0.797,0.0,-0.4215
15009,0.0,1.0,0.0,0.0
17325,0.36,0.64,0.0,-0.6705
8196,0.394,0.497,0.109,-0.7739
3381,0.151,0.849,0.0,-0.3595
13124,0.592,0.408,0.0,-0.7003
4934,0.437,0.563,0.0,-0.7351
17572,0.286,0.714,0.0,-0.5574
5455,0.0,1.0,0.0,0.0
10758,0.0,1.0,0.0,0.0
18091,0.261,0.739,0.0,-0.5574
22998,0.225,0.775,0.0,-0.4939
16844,0.0,0.85,0.15,0.3182
8653,0.0,0.634,0.366,0.6369
11541,0.444,0.511,0.045,-0.9436
15016,0.0,0.859,0.141,0.2023
13297,0.0,0.732,0.268,0.6166
10949,0.247,0.657,0.097,-0.6523
14417,0.293,0.595,0.112,-0.7324
5222,0.262,0.738,0.0,-0.4939
15953,0.0,0.811,0.189,0.4215
8427,0.286,0.569,0.144,-0.5777
10407,0.0,0.661,0.339,0.729
15259,0.211,0.789,0.0,-0.34
9784,0.15,0.705,0.145,-0.0258
15733,0.233,0.526,0.241,0.0258
11455,0.333,0.667,0.0,-0.6124
16341,0.274,0.529,0.197,-0.2558
17912,0.091,0.909,0.0,-0.3182
3300,0.0,0.674,0.326,0.4404
15882,0.287,0.713,0.0,-0.7034
16367,0.399,0.601,0.0,-0.8519
34,0.141,0.703,0.157,0.0772
8140,0.239,0.485,0.276,0.25
17473,0.0,0.939,0.061,0.128
10626,0.075,0.638,0.286,0.7667
8890,0.273,0.727,0.0,-0.4588
14418,0.33,0.616,0.053,-0.8286
15031,0.0,0.687,0.313,0.7804
18053,0.443,0.352,0.205,-0.8567
13554,0.231,0.769,0.0,-0.34
4067,0.0,0.784,0.216,0.4648
7110,0.0,0.763,0.237,0.4215
19124,0.0,0.662,0.338,0.6249
17463,0.0,1.0,0.0,0.0
19458,0.173,0.827,0.0,-0.3182
16224,0.0,0.651,0.349,0.8185
4031,0.0,1.0,0.0,0.0
12164,0.0,0.879,0.121,0.0258
7331,0.0,1.0,0.0,0.0
18583,0.231,0.769,0.0,-0.4019
20377,0.194,0.806,0.0,-0.0516
16059,0.0,0.748,0.252,0.4019
20730,0.224,0.776,0.0,-0.6166
1531,0.0,1.0,0.0,0.0
14983,0.0,1.0,0.0,0.0
19385,0.371,0.629,0.0,-0.6486
19999,0.208,0.614,0.177,-0.1923
10043,0.171,0.829,0.0,-0.4389
10182,0.273,0.727,0.0,-0.4588
4392,0.237,0.763,0.0,-0.4767
17480,0.149,0.851,0.0,-0.2732
9355,0.0,1.0,0.0,0.0
4780,0.0,1.0,0.0,0.0
11870,0.213,0.787,0.0,-0.2263
1100,0.0,1.0,0.0,0.0
15400,0.136,0.657,0.207,0.3382
12389,0.0,0.859,0.141,0.2023
17398,0.158,0.417,0.425,0.4939
10026,0.0,0.783,0.217,0.3612
13726,0.427,0.35,0.224,-0.4404
807,0.245,0.613,0.141,-0.4019
23346,0.295,0.606,0.098,-0.5574
9995,0.169,0.831,0.0,-0.2584
19173,0.0,1.0,0.0,0.0
18190,0.0,0.299,0.701,0.9337
68,0.0,1.0,0.0,0.0
2257,0.244,0.588,0.168,-0.2263
10215,0.279,0.721,0.0,-0.4767
9543,0.0,1.0,0.0,0.0
20358,0.366,0.558,0.076,-0.8971
12080,0.275,0.725,0.0,-0.7531
3588,0.236,0.604,0.159,-0.34
891,0.167,0.747,0.086,-0.34
23322,0.54,0.46,0.0,-0.8494
18961,0.0,0.69,0.31,0.7351
9219,0.458,0.542,0.0,-0.9368
14237,0.649,0.351,0.0,-0.9022
2777,0.0,1.0,0.0,0.0
9539,0.5,0.5,0.0,-0.875
12349,0.307,0.693,0.0,-0.4767
11301,0.294,0.562,0.144,-0.5267
5653,0.335,0.519,0.146,-0.6124
7002,0.0,0.519,0.481,0.5719
15723,0.0,0.567,0.433,0.7269
1612,0.0,1.0,0.0,0.0
18245,0.0,0.752,0.248,0.3182
20568,0.0,1.0,0.0,0.0
1707,0.167,0.705,0.128,-0.2263
6644,0.0,1.0,0.0,0.0
19697,0.232,0.768,0.0,-0.5473
3435,0.106,0.688,0.206,0.2561
4937,0.131,0.657,0.212,0.2732
11016,0.369,0.631,0.0,-0.873
18206,0.0,1.0,0.0,0.0
199,0.0,0.899,0.101,0.2023
8865,0.141,0.52,0.339,0.3969
17036,0.0,0.741,0.259,0.4215
18887,0.0,1.0,0.0,0.0
5311,0.304,0.696,0.0,-0.5859
15890,0.0,1.0,0.0,0.0
20987,0.0,0.897,0.103,0.3885
21236,0.407,0.593,0.0,-0.8832
9206,0.256,0.744,0.0,-0.6705
19200,0.0,1.0,0.0,0.0
20640,0.313,0.687,0.0,-0.6249
14411,0.171,0.62,0.209,0.128
11802,0.364,0.636,0.0,-0.743
17617,0.0,1.0,0.0,0.0
6058,0.132,0.694,0.174,0.1531
2382,0.0,1.0,0.0,0.0
3341,0.302,0.698,0.0,-0.3818
1701,0.197,0.53,0.273,0.25
5934,0.161,0.713,0.126,-0.1613
10739,0.0,0.727,0.273,0.75
2860,0.287,0.572,0.141,-0.516
2586,0.13,0.87,0.0,-0.2732
5185,0.0,1.0,0.0,0.0
9146,0.0,0.758,0.242,0.6249
2007,0.31,0.69,0.0,-0.5574
17267,0.0,1.0,0.0,0.0
7294,0.0,1.0,0.0,0.0
12672,0.0,0.775,0.225,0.4404
2555,0.237,0.763,0.0,-0.4767
21163,0.375,0.36,0.265,-0.347
2256,0.0,0.727,0.273,0.4588
2129,0.0,1.0,0.0,0.0
20451,0.231,0.769,0.0,-0.4019
17732,0.176,0.682,0.142,-0.2165
13772,0.0,1.0,0.0,0.0
261,0.0,0.816,0.184,0.4019
4669,0.0,1.0,0.0,0.0
6673,0.0,1.0,0.0,0.0
18523,0.0,1.0,0.0,0.0
3486,0.0,1.0,0.0,0.0
3784,0.0,1.0,0.0,0.0
16892,0.0,0.81,0.19,0.3291
734,0.0,1.0,0.0,0.0
4006,0.0,0.756,0.244,0.4404
23127,0.0,1.0,0.0,0.0
18425,0.37,0.63,0.0,-0.8316
16015,0.0,0.537,0.463,0.8159
19876,0.383,0.539,0.078,-0.8797
7015,0.0,0.87,0.13,0.2714
3794,0.0,0.774,0.226,0.5423
22636,0.0,0.769,0.231,0.2732
21119,0.0,1.0,0.0,0.0
8932,0.399,0.484,0.117,-0.7906
15473,0.308,0.692,0.0,-0.7456
21007,0.191,0.809,0.0,-0.5106
19336,0.0,0.464,0.536,0.796
13599,0.0,1.0,0.0,0.0
2631,0.331,0.669,0.0,-0.8374
15437,0.375,0.625,0.0,-0.6588
1576,0.32,0.465,0.215,-0.4228
13132,0.0,0.72,0.28,0.5413
14522,0.143,0.857,0.0,-0.128
5679,0.0,0.847,0.153,0.2023
7500,0.0,1.0,0.0,0.0
4226,0.0,1.0,0.0,0.0
4682,0.489,0.511,0.0,-0.6956
4379,0.219,0.781,0.0,-0.4215
8847,0.0,1.0,0.0,0.0
8601,0.225,0.775,0.0,-0.4404
15046,0.211,0.559,0.23,0.0772
9811,0.166,0.834,0.0,-0.1511
20106,0.0,1.0,0.0,0.0
14581,0.0,1.0,0.0,0.0
2596,0.0,0.897,0.103,0.128
2608,0.0,0.704,0.296,0.6369
15751,0.0,1.0,0.0,0.0
17479,0.441,0.559,0.0,-0.743
22096,0.301,0.699,0.0,-0.6486
14343,0.405,0.403,0.192,-0.6908
11504,0.0,1.0,0.0,0.0
16439,0.227,0.773,0.0,-0.4995
21279,0.0,0.737,0.263,0.3612
4342,0.0,1.0,0.0,0.0
21010,0.0,0.842,0.158,0.4939
9938,0.172,0.828,0.0,-0.4404
21830,0.155,0.7,0.146,-0.0516
17527,0.0,1.0,0.0,0.0
22431,0.483,0.517,0.0,-0.8126
14448,0.0,1.0,0.0,0.0
12533,0.222,0.778,0.0,-0.4824
616,0.0,1.0,0.0,0.0
3043,0.0,0.848,0.152,0.3612
1219,0.189,0.811,0.0,-0.2732
10839,0.0,0.91,0.09,0.2914
6232,0.217,0.783,0.0,-0.5574
17253,0.0,1.0,0.0,0.0
18632,0.0,1.0,0.0,0.0
17537,0.129,0.871,0.0,-0.4767
8515,0.346,0.654,0.0,-0.5719
22647,0.178,0.822,0.0,-0.3818
249,0.551,0.449,0.0,-0.8225
22937,0.305,0.695,0.0,-0.6908
182,0.0,0.719,0.281,0.5106
20894,0.351,0.649,0.0,-0.6597
3389,0.0,1.0,0.0,0.0
10842,0.0,1.0,0.0,0.0
9474,0.0,0.813,0.187,0.3182
5925,0.0,1.0,0.0,0.0
8996,0.0,0.362,0.638,0.8316
4706,0.0,1.0,0.0,0.0
14021,0.194,0.47,0.335,0.6249
146,0.0,0.703,0.297,0.5859
2253,0.338,0.662,0.0,-0.7983
12294,0.383,0.374,0.243,-0.3612
1149,0.0,0.687,0.313,0.4767
9484,0.223,0.777,0.0,-0.3182
11954,0.461,0.539,0.0,-0.8564
17320,0.286,0.714,0.0,-0.4215
20666,0.0,1.0,0.0,0.0
4662,0.501,0.499,0.0,-0.876
10446,0.0,0.753,0.247,0.5574
16558,0.0,1.0,0.0,0.0
16472,0.0,1.0,0.0,0.0
203,0.0,0.833,0.167,0.2023
12804,0.277,0.723,0.0,-0.3182
20385,0.228,0.662,0.11,-0.1531
7630,0.0,0.402,0.598,0.8868
11496,0.142,0.744,0.114,-0.186
15409,0.141,0.859,0.0,-0.2411
21348,0.0,0.696,0.304,0.7512
15875,0.0,1.0,0.0,0.0
19469,0.469,0.531,0.0,-0.9226
17507,0.315,0.685,0.0,-0.8286
2133,0.161,0.538,0.3,0.4767
894,0.0,1.0,0.0,0.0
8918,0.0,1.0,0.0,0.0
19153,0.206,0.794,0.0,-0.5983
16785,0.206,0.515,0.279,0.25
21003,0.326,0.496,0.177,-0.4767
20939,0.0,0.885,0.115,0.0772
17108,0.145,0.855,0.0,-0.4981
20313,0.285,0.642,0.074,-0.7405
9500,0.194,0.806,0.0,-0.0516
9137,0.162,0.539,0.299,0.3182
20999,0.0,0.709,0.291,0.6036
18573,0.271,0.729,0.0,-0.3818
7086,0.0,0.728,0.272,0.6249
6995,0.0,0.803,0.197,0.4019
20553,0.0,0.808,0.192,0.4753
12085,0.326,0.674,0.0,-0.4404
10866,0.155,0.845,0.0,-0.296
19873,0.247,0.753,0.0,-0.5562
21779,0.334,0.522,0.144,-0.8877
17980,0.197,0.803,0.0,-0.4019
17386,0.365,0.46,0.175,-0.6289
19858,0.0,1.0,0.0,0.0
10695,0.0,0.833,0.167,0.1531
4818,0.524,0.476,0.0,-0.872
15962,0.21,0.639,0.151,-0.1877
17369,0.0,1.0,0.0,0.0
106,0.13,0.721,0.149,0.1022
4831,0.512,0.488,0.0,-0.8567
9350,0.0,0.769,0.231,0.4019
6550,0.501,0.499,0.0,-0.9008
14534,0.304,0.696,0.0,-0.7891
17515,0.126,0.874,0.0,-0.0772
13989,0.0,0.661,0.339,0.6249
12941,0.0,1.0,0.0,0.0
21440,0.127,0.733,0.14,0.0857
10109,0.0,1.0,0.0,0.0
21116,0.383,0.617,0.0,-0.608
3529,0.0,0.758,0.242,0.4939
4218,0.4,0.6,0.0,-0.8091
21124,0.304,0.696,0.0,-0.5859
3351,0.18,0.82,0.0,-0.296
19831,0.225,0.775,0.0,-0.4404
10882,0.0,1.0,0.0,0.0
2,0.0,1.0,0.0,0.0
16685,0.256,0.744,0.0,-0.4767
14388,0.16,0.84,0.0,-0.3143
2932,0.363,0.637,0.0,-0.729
920,0.396,0.604,0.0,-0.5994
15940,0.0,1.0,0.0,0.0
4158,0.205,0.795,0.0,-0.4767
10719,0.27,0.73,0.0,-0.5707
17944,0.297,0.703,0.0,-0.4215
20266,0.557,0.443,0.0,-0.8316
16212,0.0,1.0,0.0,0.0
16973,0.0,0.672,0.328,0.7456
11277,0.462,0.538,0.0,-0.7184
21716,0.343,0.657,0.0,-0.7783
18348,0.0,1.0,0.0,0.0
13530,0.343,0.657,0.0,-0.6908
18062,0.323,0.677,0.0,-0.824
1404,0.0,1.0,0.0,0.0
19944,0.0,1.0,0.0,0.0
9604,0.0,1.0,0.0,0.0
7345,0.0,1.0,0.0,0.0
20705,0.0,1.0,0.0,0.0
5049,0.2,0.8,0.0,-0.25
7141,0.265,0.48,0.254,-0.0641
11495,0.248,0.752,0.0,-0.5106
8169,0.138,0.708,0.154,0.0735
20296,0.192,0.808,0.0,-0.2263
165,0.0,1.0,0.0,0.0
11630,0.114,0.797,0.089,-0.1343
21888,0.49,0.51,0.0,-0.9374
18130,0.0,1.0,0.0,0.0
14239,0.0,1.0,0.0,0.0
20454,0.241,0.617,0.142,-0.3818
18982,0.339,0.661,0.0,-0.4767
3024,0.0,1.0,0.0,0.0
863,0.0,0.787,0.213,0.3461
18231,0.565,0.435,0.0,-0.8442
15474,0.0,1.0,0.0,0.0
20773,0.0,1.0,0.0,0.0
21106,0.448,0.552,0.0,-0.9325
5165,0.171,0.829,0.0,-0.5106
3561,0.432,0.568,0.0,-0.8225
3757,0.0,1.0,0.0,0.0
18693,0.368,0.632,0.0,-0.5423
17755,0.176,0.7,0.124,-0.296
10180,0.097,0.565,0.339,0.6124
66,0.0,1.0,0.0,0.0
4399,0.123,0.877,0.0,-0.2755
22768,0.268,0.732,0.0,-0.296
19305,0.0,1.0,0.0,0.0
5543,0.0,1.0,0.0,0.0
18086,0.0,0.757,0.243,0.7734
8035,0.0,0.847,0.153,0.2023
21158,0.0,1.0,0.0,0.0
3370,0.0,0.769,0.231,0.3412
75,0.241,0.759,0.0,-0.5423
3547,0.0,0.794,0.206,0.3818
20413,0.0,0.728,0.272,0.4576
9972,0.0,0.789,0.211,0.34
3744,0.287,0.713,0.0,-0.6633
18007,0.159,0.517,0.324,0.4824
4429,0.0,1.0,0.0,0.0
7683,0.239,0.502,0.258,0.0688
2066,0.456,0.544,0.0,-0.8817
9304,0.249,0.751,0.0,-0.6486
23282,0.0,0.776,0.224,0.6166
1233,0.218,0.782,0.0,-0.4201
13273,0.394,0.606,0.0,-0.4404
13931,0.32,0.543,0.137,-0.694
15335,0.231,0.769,0.0,-0.5994
8807,0.0,0.541,0.459,0.7783
12615,0.0,1.0,0.0,0.0
4041,0.0,0.822,0.178,0.0772
5154,0.07,0.642,0.288,0.694
19023,0.0,1.0,0.0,0.0
17558,0.0,0.815,0.185,0.3612
1322,0.353,0.647,0.0,-0.5994
5929,0.113,0.887,0.0,-0.1027
5798,0.245,0.647,0.108,-0.4404
307,0.192,0.808,0.0,-0.2263
1302,0.575,0.425,0.0,-0.7967
4703,0.0,0.818,0.182,0.25
703,0.073,0.927,0.0,-0.0258
2484,0.0,1.0,0.0,0.0
6949,0.164,0.836,0.0,-0.4824
3048,0.0,0.8,0.2,0.3612
8942,0.185,0.815,0.0,-0.3612
515,0.0,1.0,0.0,0.0
5983,0.0,0.852,0.148,0.3818
7863,0.0,0.725,0.275,0.4215
12308,0.262,0.738,0.0,-0.5994
2936,0.107,0.893,0.0,-0.2023
10895,0.179,0.821,0.0,-0.5719
3973,0.0,1.0,0.0,0.0
16617,0.0,0.886,0.114,0.2023
13600,0.0,1.0,0.0,0.0
19126,0.111,0.729,0.16,0.2789
19759,0.079,0.662,0.258,0.4019
15816,0.143,0.857,0.0,-0.128
19976,0.0,1.0,0.0,0.0
13256,0.391,0.609,0.0,-0.6705
18717,0.145,0.855,0.0,-0.296
16434,0.0,0.783,0.217,0.5719
5848,0.0,1.0,0.0,0.0
18385,0.245,0.755,0.0,-0.5994
53,0.0,0.652,0.348,0.7865
773,0.304,0.444,0.252,0.0772
20,0.0,1.0,0.0,0.0
8281,0.0,1.0,0.0,0.0
5422,0.0,1.0,0.0,0.0
8187,0.323,0.677,0.0,-0.5106
4030,0.231,0.769,0.0,-0.5106
9223,0.09,0.815,0.094,0.0258
10596,0.0,0.479,0.521,0.8225
16935,0.0,1.0,0.0,0.0
4880,0.0,0.629,0.371,0.6486
22781,0.0,1.0,0.0,0.0
15290,0.0,1.0,0.0,0.0
17740,0.0,0.769,0.231,0.4019
12599,0.0,1.0,0.0,0.0
2326,0.161,0.671,0.168,0.0258
8127,0.248,0.596,0.156,-0.25
16349,0.0,1.0,0.0,0.0
4728,0.0,1.0,0.0,0.0
14317,0.0,0.706,0.294,0.3612
11044,0.0,0.685,0.315,0.6289
16062,0.327,0.561,0.112,-0.5106
1246,0.111,0.709,0.179,0.3254
4929,0.0,0.648,0.352,0.5859
15664,0.162,0.634,0.204,0.1531
16060,0.0,1.0,0.0,0.0
4812,0.157,0.714,0.129,-0.1027
10307,0.094,0.598,0.308,0.5423
5975,0.32,0.469,0.211,-0.34
17453,0.177,0.408,0.415,0.5423
3733,0.638,0.362,0.0,-0.8316
14803,0.234,0.423,0.343,0.5893
14002,0.391,0.609,0.0,-0.6705
16832,0.18,0.82,0.0,-0.296
20743,0.328,0.623,0.049,-0.8056
18645,0.0,0.698,0.302,0.4404
2378,0.0,0.86,0.14,0.0772
22221,0.215,0.785,0.0,-0.5904
15101,0.262,0.738,0.0,-0.4939
4523,0.343,0.657,0.0,-0.8074
7285,0.189,0.811,0.0,-0.4215
21958,0.0,1.0,0.0,0.0
7880,0.484,0.516,0.0,-0.7579
21831,0.0,0.819,0.181,0.5319
7387,0.25,0.61,0.14,-0.4215
1018,0.0,0.847,0.153,0.2023
23348,0.423,0.577,0.0,-0.765
8655,0.0,0.813,0.187,0.3182
4413,0.0,1.0,0.0,0.0
16432,0.0,1.0,0.0,0.0
10427,0.0,1.0,0.0,0.0
6280,0.0,1.0,0.0,0.0
3530,0.0,1.0,0.0,0.0
16463,0.231,0.769,0.0,-0.4404
2867,0.204,0.692,0.104,-0.4084
7716,0.0,1.0,0.0,0.0
12677,0.0,1.0,0.0,0.0
6505,0.0,0.744,0.256,0.4767
12087,0.0,0.78,0.22,0.4767
20386,0.0,1.0,0.0,0.0
9305,0.101,0.899,0.0,-0.2023
20090,0.284,0.716,0.0,-0.7456
9128,0.215,0.604,0.181,-0.128
310,0.464,0.536,0.0,-0.886
12498,0.0,0.841,0.159,0.4648
12965,0.0,1.0,0.0,0.0
20346,0.239,0.761,0.0,-0.296
19583,0.339,0.661,0.0,-0.8271
9903,0.0,0.625,0.375,0.5574
