Unnamed: 0,category_id
12677,4
6505,1
12087,5
20386,5
9305,4
20090,3
9128,1
310,6
12498,4
12965,5
20346,5
19583,3
9903,1
23059,7
210,1
3649,1
15437,5
8832,1
6883,1
5693,6
3475,6
21259,5
21195,3
529,6
391,6
8658,1
1903,1
5796,6
22245,8
9998,1
5042,1
4445,1
10366,1
1598,6
15891,5
20318,5
2062,1
9060,1
16644,2
17305,2
6814,1
1286,1
13890,4
9815,1
19736,3
6452,1
4832,6
2082,6
5047,1
4324,1
23460,7
8619,6
1757,1
12046,4
10457,1
4367,1
19103,5
7164,6
13213,5
7577,1
10528,1
12159,5
15011,4
13035,4
2979,6
886,1
6727,1
15711,5
20734,3
19889,5
10443,4
671,6
13861,4
12613,5
1252,6
16321,5
6932,6
23209,7
2726,6
20910,5
12702,4
15122,4
183,1
21259,3
4973,6
18829,5
4004,6
12024,5
7575,6
15643,4
19926,3
10519,1
3234,1
2957,6
15657,4
7437,1
16973,5
8971,6
13843,4
10516,4
12836,4
13512,5
253,6
17433,5
9035,6
16309,5
7265,1
14509,5
13526,5
15691,5
6207,1
10384,4
17830,3
19152,5
15675,5
20442,5
18552,5
8724,1
10384,1
17639,3
22929,7
1129,6
11207,4
22866,7
11246,4
9142,1
13453,5
23075,7
11470,4
17851,3
17827,5
20357,3
11219,4
1961,6
6048,6
19214,3
23202,7
15161,4
1226,6
12803,5
16672,5
19282,3
9730,1
9138,1
12479,4
4008,1
8601,6
8262,6
11393,5
8245,1
1513,1
1674,1
23277,7
7883,1
19872,3
1221,6
16071,2
18928,3
9947,1
10987,1
20511,5
15648,4
19170,3
9642,1
16133,2
14675,5
15596,5
1140,1
18664,3
18185,3
2783,6
3841,1
3964,1
20621,5
20810,5
6007,6
22910,7
2275,1
9340,1
10675,4
18380,5
7844,1
10605,4
1599,6
11492,4
8302,1
17951,5
6510,1
20533,5
16940,5
589,1
15238,4
18179,3
17244,2
15322,5
6206,6
11838,4
13728,4
14931,5
13337,4
21153,3
19833,3
7273,1
12165,5
14974,4
5244,1
14774,4
12908,5
447,6
18806,3
21235,3
1664,6
5594,1
4663,1
20075,3
22608,8
13794,5
6158,6
4432,1
5319,1
5627,1
11964,4
16202,2
7045,6
2998,1
13266,4
5845,6
20493,5
3086,1
22138,8
9141,4
827,1
13405,4
238,1
15355,5
23095,7
618,6
2472,6
12040,5
3529,1
6410,1
12596,5
13873,4
5805,1
4538,6
2428,6
12573,4
22139,8
1936,6
19946,3
2357,6
15300,5
2955,1
8366,6
22839,7
1678,6
1925,1
17613,5
508,6
5824,6
20653,5
10687,4
14159,4
19486,5
14148,4
15910,5
2094,1
14464,4
10316,4
201,1
8098,1
2856,6
10002,1
9136,4
21350,3
20155,5
393,1
1836,6
1696,1
10780,4
3434,6
11666,5
3730,6
5055,1
20391,3
9857,4
5044,6
1163,6
8699,1
14897,4
7773,6
22389,8
22238,8
5672,1
9573,4
12753,4
8931,1
3686,6
17327,5
19559,3
9852,4
10617,1
13943,5
18662,5
6761,6
3784,1
14212,4
4198,1
5445,6
20397,3
1540,1
8281,6
281,1
9878,1
13439,4
14235,4
13318,4
12126,5
1712,1
17517,5
4675,1
15353,5
16695,5
18845,3
12190,5
413,6
11703,5
18261,5
20816,3
7288,1
15918,2
15214,4
11199,4
17959,5
4620,1
21158,3
19259,5
23172,7
5419,1
12386,5
6533,1
12848,4
12166,5
13633,4
20261,5
6141,1
17734,3
16025,2
13154,4
6560,1
22067,8
3509,6
7657,1
15703,5
8713,6
19120,3
13280,5
8381,6
4328,6
970,1
10577,1
17413,5
2171,1
18132,3
9448,1
8904,1
22395,8
1150,1
18468,5
7190,6
18156,3
6556,1
7182,6
14983,4
18964,3
6410,6
18707,5
19720,5
9536,4
992,6
17874,3
5359,6
17831,3
5978,6
19532,5
4844,1
8748,6
17072,2
7594,1
13941,4
13826,5
3939,1
20859,5
7171,6
11483,4
18147,3
21160,5
20021,5
2242,1
8428,1
2737,1
16382,5
22661,8
2611,6
23228,7
15422,4
20119,5
4876,1
8303,6
2009,1
13198,4
1019,6
4161,1
556,1
2390,1
4515,1
5461,1
19583,5
6913,1
12738,4
8368,1
9742,1
13690,4
1151,6
17573,5
22804,7
11776,4
2449,6
19474,5
14279,5
12984,4
7729,1
4001,6
13482,4
10112,4
9412,1
8804,6
20302,3
14883,4
3201,1
5535,1
21797,3
15954,2
12293,4
2597,1
16934,2
16177,5
9731,4
4921,1
763,1
12879,4
8913,1
5773,1
9420,4
21034,3
10609,1
6891,1
234,1
17579,5
22038,8
2733,1
15548,5
9334,4
8920,1
594,1
7713,1
15770,4
12962,5
13684,4
20983,5
4738,6
6199,6
9495,1
1865,1
19917,3
4900,1
19793,5
331,1
18919,5
14962,4
9452,1
21441,3
4238,6
7571,1
22061,8
8938,6
12140,5
4669,6
4506,1
13936,4
14709,4
1591,1
6337,6
5008,1
16626,2
17106,2
12100,5
21278,3
14146,4
2132,1
14449,5
9024,6
2304,6
9331,1
20226,3
17599,5
4626,6
15076,4
23442,7
4685,6
7383,6
12099,4
16216,2
330,6
11696,5
5906,6
10403,1
13979,4
4940,1
1967,6
2854,6
468,1
20374,3
4790,6
14345,5
15840,4
5487,1
2274,6
12833,4
3071,1
20402,3
13280,4
6978,6
6241,6
4439,1
17625,3
7203,1
12211,4
2607,6
8032,1
17921,3
8939,1
1692,1
7044,6
10106,1
13895,4
3498,1
11096,4
19148,5
19715,3
17658,5
11938,4
7348,6
4570,1
4015,1
19408,3
9140,1
16654,2
11927,5
10643,1
1904,1
13381,5
21729,3
11346,4
16016,5
20811,3
5138,1
17151,2
6722,6
681,1
11198,1
2304,1
15005,4
11170,1
6268,6
19937,3
14117,4
14737,5
13103,5
14454,5
1159,1
11473,5
16237,5
18767,3
4409,1
19713,5
10278,4
13260,4
14446,4
11890,5
11315,5
5168,6
19237,3
10927,1
16652,2
20419,5
2079,6
18890,3
16179,2
17822,3
13277,4
4911,1
13528,4
22869,7
17178,5
12267,5
5497,1
19591,5
18612,3
17262,5
14248,5
17893,3
2019,1
14848,5
12805,5
19162,3
15640,4
7607,6
6025,1
1908,6
14916,5
7620,6
19325,3
18177,3
11110,4
18852,5
5738,1
5498,6
20523,3
5365,6
5999,1
9195,4
10690,1
13599,4
9761,4
12594,4
22314,8
19341,3
6004,1
6694,1
8536,1
19665,3
17787,5
3568,1
9988,4
6241,1
4664,1
10033,4
9678,1
5704,6
9995,4
6646,6
14925,5
4111,6
509,6
10517,1
4942,1
17352,5
9974,1
17469,3
14246,4
6251,1
3134,6
18784,5
7543,6
21269,3
5723,1
3306,1
22985,7
19101,5
1096,6
10633,1
14857,5
16019,2
23028,7
128,1
11762,4
21768,3
10584,4
1007,6
9726,4
8412,6
18742,5
5156,1
11093,1
6747,6
11985,4
11876,5
1164,6
6406,1
576,1
20844,3
16173,5
15631,5
16452,5
12090,5
3537,1
787,1
19904,5
20501,3
10576,4
8854,1
8093,1
19879,5
14076,4
1743,6
9198,1
15924,5
7442,6
11195,4
17685,3
11578,4
21048,5
18568,3
11379,5
4553,6
11867,5
17707,3
9216,4
12690,5
17774,3
17453,2
13720,5
15496,4
18223,3
19259,3
16840,2
20358,5
22493,8
14130,5
1870,1
4168,1
10383,1
17442,2
2624,6
8082,6
21878,3
21545,3
3524,1
13325,5
20869,3
16390,2
21796,3
4776,1
23189,7
9233,4
18895,5
3868,6
9288,4
14062,5
12410,5
7144,1
10378,1
15040,4
11760,5
10048,4
19608,5
12452,5
10242,4
2182,6
14827,4
20333,5
10510,1
1088,1
6743,1
6648,1
21123,5
5257,6
19680,3
20724,5
12980,5
16017,2
9511,1
5221,1
19247,3
21015,5
3739,6
15699,4
13663,5
16395,2
13440,4
10566,1
5086,6
7333,6
1100,6
5530,1
16845,5
14984,4
20994,3
17830,5
3888,6
7325,6
18284,5
17579,3
129,6
17470,5
5625,6
3057,1
9370,4
11058,1
17283,2
1463,6
7648,1
12490,4
15637,4
21092,3
14144,4
22147,8
12368,5
3672,6
12113,5
6137,1
20306,3
13620,4
14712,5
14728,5
8046,1
16206,2
3979,1
9737,1
4912,6
12310,4
21419,3
8423,6
18497,3
17557,5
6813,1
14096,4
12278,5
9898,1
1576,6
16130,2
9353,4
16497,2
21719,3
12492,5
13451,4
16666,2
7407,1
15759,5
6111,1
10582,1
8079,6
5794,1
6415,1
13138,4
3396,1
7283,6
7435,1
6929,1
3645,6
13069,5
9336,1
6979,6
3864,6
5029,1
4270,6
19296,5
18478,5
16968,2
6107,1
16719,5
20705,5
4891,1
10386,4
19505,3
8795,1
17898,3
19751,5
12125,4
22388,8
10157,1
18939,3
13110,4
11055,1
8606,1
230,6
15401,5
5298,1
8828,1
22587,8
19230,5
6537,1
9715,1
15740,4
9031,6
19482,5
5631,1
15313,4
2153,6
14816,5
366,6
10170,1
3803,6
496,6
14132,5
20915,5
17989,5
16730,5
9176,4
1171,1
13401,5
15896,5
9577,1
3009,1
6989,6
9899,1
396,6
2342,6
6072,6
13959,4
11090,4
16325,5
7715,1
15197,4
15194,5
11605,4
21123,3
13630,4
2710,1
11717,5
4161,6
1296,6
6697,6
7261,1
10514,1
6840,1
1415,1
7884,1
7084,1
12884,5
19507,5
6403,6
8525,1
15799,5
11808,5
9501,1
2281,6
16903,5
21263,5
1657,1
14861,5
21821,3
14574,5
681,6
19121,3
22088,8
20353,3
4023,6
4178,6
10582,4
5897,1
8467,6
18780,3
18518,5
18075,3
6717,1
7915,6
4406,6
22775,7
855,6
188,1
1572,6
21233,3
9188,4
13458,5
19794,5
12712,4
18453,3
15901,5
17236,5
20140,3
23058,7
16944,5
6816,6
9924,1
14692,5
1809,1
4038,1
5571,6
17451,5
5620,1
15526,5
46,6
6412,1
4177,1
3272,1
17409,5
16879,5
15210,4
2322,6
21103,5
333,6
17656,3
2594,1
19068,5
7619,6
364,1
18297,5
19717,5
448,1
3641,6
11970,4
11719,4
15994,2
18076,5
17618,3
10240,4
23142,7
20425,5
21020,3
7654,1
4441,1
15129,5
12685,5
2411,1
20367,3
9033,6
22537,8
13800,5
13159,4
13552,4
3793,6
19393,5
4361,6
10194,4
15347,4
18343,5
2789,6
14481,5
8503,6
7991,1
12720,4
8421,1
17443,2
6882,6
20129,3
16116,2
4169,1
7623,1
3105,1
17383,2
17176,5
18726,3
21955,8
20833,3
14112,4
22156,8
23256,7
19656,5
5420,1
11115,4
18827,5
19778,5
11943,5
16555,5
2287,1
5937,6
14921,4
4970,1
21691,3
2364,1
12922,4
12396,5
1852,6
8908,1
14222,5
2811,6
5904,6
2085,1
17118,2
3095,1
9034,6
9061,4
4670,6
8457,6
19225,3
11394,4
7140,1
14572,4
1366,6
7496,1
20875,3
5570,6
1406,6
10728,4
20684,3
3882,6
22127,8
10001,4
13324,5
3720,6
12077,5
13488,5
16299,5
16927,5
18846,3
13817,5
17984,5
11771,4
6546,6
7850,1
10136,1
21667,3
1175,6
19513,5
5080,6
1959,6
9049,6
15132,4
15948,5
19555,3
5280,1
17363,2
11956,4
12856,5
2808,6
19289,3
1115,6
11745,5
16338,2
10762,4
20042,3
2561,6
22163,8
20254,5
22524,8
6517,6
7852,1
3337,1
10193,1
21433,3
12693,5
1274,1
7906,6
10859,1
10919,4
7003,1
3073,6
12579,5
2469,1
1922,1
2339,6
11984,5
5696,1
522,6
3983,1
11456,5
16421,5
12331,5
15080,4
6657,6
10242,1
21349,3
11336,5
20187,5
10313,4
12064,5
5598,6
15887,5
3131,6
8295,6
8720,6
7464,1
3709,1
1518,1
8191,6
3413,1
18100,5
21081,3
313,6
3857,6
1020,6
14970,5
23444,7
14590,4
15899,5
9564,1
19779,3
9469,1
13257,5
9964,1
7361,6
15650,5
5355,1
16666,5
17329,2
21192,5
10513,1
1052,1
19485,5
15727,4
15211,5
14521,5
12398,5
5189,6
7973,1
13865,4
8222,1
8535,6
21390,3
22683,8
3497,6
14324,5
6687,6
22964,7
15149,5
9054,1
20248,5
24,6
8053,6
1848,1
12047,5
12616,5
14137,5
4146,1
18119,5
7358,6
15359,4
13003,4
18153,3
2395,1
14350,4
8604,6
3772,1
21249,5
19177,5
16310,2
10030,4
21783,3
21087,3
13575,4
8224,1
23191,7
10116,1
3602,6
14899,5
14733,4
1130,1
9525,4
14503,5
16418,5
14596,5
7001,6
1517,6
2552,1
2440,1
7367,1
5905,1
5211,1
13402,4
17627,3
22484,8
7180,6
21516,3
18368,5
14855,4
1270,6
19203,3
4400,1
17424,2
2956,1
11022,1
20262,3
2183,6
16117,2
6706,1
9301,4
8261,1
5480,6
15672,5
8619,1
12115,5
9723,1
6376,6
13621,4
10188,4
828,1
6568,1
13469,4
14784,4
1006,1
21812,3
8125,6
435,1
18720,3
6052,1
6043,6
9371,4
1804,6
9814,1
22911,7
14599,4
8959,6
8438,6
10664,1
17032,2
20923,3
20823,5
13670,4
19532,3
22376,8
12224,5
3495,6
10379,1
4692,1
10087,4
8190,1
12995,4
13347,4
15762,5
8498,1
20086,3
7232,6
16551,5
12472,5
8966,1
21681,3
21459,3
11200,1
14248,4
5466,1
11888,5
14813,4
1047,1
8022,1
10406,4
21379,3
11230,4
7523,6
6234,6
13460,5
18821,3
872,1
4467,6
18128,5
18096,5
6545,1
9413,4
17646,5
15939,2
17003,5
20325,5
6329,1
3656,1
1595,6
792,1
6222,6
1263,6
19063,5
2355,1
764,6
10211,4
8612,1
9269,4
18878,5
7292,6
9222,1
14524,5
13144,5
19353,3
17481,3
11723,5
19165,3
16600,2
9536,1
10254,4
3853,6
11117,4
15156,5
4882,1
14787,4
16414,5
473,1
7874,6
3916,6
10089,4
14380,4
4792,1
1987,6
11420,5
1034,6
17486,3
13195,5
3829,1
21613,3
22558,8
19061,3
3729,1
5188,6
10633,4
20434,5
8571,6
9467,1
12005,4
17782,5
6382,1
7737,6
15047,4
12996,4
22687,8
12666,5
9821,4
20488,3
17920,5
4980,1
17306,5
4741,6
9266,1
19617,5
16108,5
3359,6
285,1
15316,4
4750,1
1732,6
19720,3
2198,6
13238,5
11297,5
17437,5
18710,5
9780,4
4449,1
15670,4
1431,1
19846,5
7290,6
6760,6
20997,5
12863,4
11060,1
16868,2
18399,3
10869,1
3881,1
17807,5
5915,1
16874,5
21583,3
17657,5
2070,6
14684,5
17842,3
15130,4
19498,5
5779,1
20377,3
811,6
10098,4
5533,1
9975,4
7903,1
4182,1
5371,1
14893,5
10044,1
4770,1
4046,1
1453,1
837,6
5966,6
14013,4
14209,4
13495,4
3838,6
3591,6
16895,2
21862,3
1637,6
125,6
19286,5
3093,6
10671,1
19276,5
6683,6
6378,6
1369,1
17880,3
12702,5
5100,1
8961,6
15402,5
9157,4
389,1
19767,3
8034,1
19655,5
3417,6
14954,5
13766,4
4929,1
20283,5
18484,3
17053,2
5004,6
3213,6
9320,1
9448,4
13949,5
13285,4
15516,4
11893,5
4458,1
4341,1
21557,3
10460,4
15709,5
1897,6
14451,4
13479,5
15408,4
10661,4
11334,5
4081,6
1450,6
18872,3
9108,1
5640,6
12983,5
14973,4
17682,5
5089,6
8116,6
21672,3
4761,6
1145,6
16292,2
19347,3
3323,1
8547,1
16123,2
4381,1
11490,5
23171,7
5038,6
12964,4
15034,5
7430,6
11775,4
8479,6
23007,7
19192,3
6525,6
17780,3
2909,1
8112,6
3145,6
14383,4
14557,4
4631,1
18002,5
20592,5
14384,5
8585,6
3246,1
9821,1
18721,5
5312,1
18381,5
19719,3
5865,6
3089,1
1349,1
19162,5
12904,5
9736,1
10946,4
9681,4
9683,4
3274,1
1916,1
16135,2
2525,1
18080,3
4889,6
4836,6
4364,1
15736,4
23205,7
16374,5
20121,5
14167,5
9270,4
5054,6
9925,1
23263,7
5041,6
19829,3
18011,3
6620,1
20025,5
15742,5
5198,6
9306,1
17664,5
2946,1
2874,1
6231,6
5634,1
8404,1
15908,5
11891,4
13158,4
18563,3
12768,4
18418,5
2246,6
2140,1
15181,4
13643,4
13855,4
18094,5
10742,4
13889,4
16770,2
9539,1
8933,6
6769,6
21850,3
11975,5
4453,1
12760,5
2057,1
16537,2
10844,1
6264,1
19367,3
2328,6
3883,1
14482,4
7940,6
19908,5
13398,4
21340,5
21455,3
14597,5
16869,2
11129,4
5064,1
3109,6
1407,1
1535,6
2804,1
12333,4
7173,1
15414,4
7837,1
21133,3
7584,6
6116,6
7498,6
6561,6
6376,1
4705,6
11026,4
15407,5
18926,3
13773,5
7676,6
19506,3
3514,1
5203,6
10878,4
6032,6
22787,7
11216,4
14831,4
20199,3
13716,4
4268,6
4811,6
865,1
18431,3
2035,6
20763,5
6124,6
8188,1
4954,1
10685,4
12476,4
21372,3
18907,5
1911,6
13279,4
11983,5
827,6
477,6
5040,6
13689,5
18383,3
23233,7
4279,1
8383,1
11831,5
21187,3
2522,6
12334,5
11256,4
12343,5
7733,1
1409,1
19947,3
14168,4
2562,6
1716,6
18462,5
15989,5
11039,4
20180,3
22855,7
7418,6
6016,1
9241,1
13338,4
14040,5
11449,4
11130,1
9372,4
1197,6
10799,1
8778,1
23350,7
21151,3
4830,1
10315,1
22058,8
10293,1
3633,6
4703,6
7184,1
10464,4
6073,6
18665,3
6768,6
14727,5
18624,5
240,1
2621,1
16030,2
5412,6
19819,5
12288,5
11661,5
18544,3
11151,1
17740,3
600,6
23316,7
10700,1
9069,1
2714,6
18624,3
3880,1
11064,1
17522,5
17173,2
13262,4
10075,1
4956,6
4275,1
18029,3
16267,5
10441,4
7634,6
21018,5
17304,2
4772,6
13837,5
4345,6
4444,1
13078,4
5269,1
10017,1
3444,1
19167,5
7626,1
2906,6
20179,3
9920,4
16682,5
14789,5
17146,2
6293,1
23336,7
22607,8
8766,6
20339,3
18463,5
6140,6
19292,3
5097,1
1020,1
7511,1
9150,1
4668,1
12803,4
9397,1
13251,5
20770,5
9605,1
18096,3
8724,6
3673,1
734,6
16143,2
5946,1
9654,1
11095,1
9180,1
1396,1
12910,4
14339,4
4575,1
8286,1
14241,4
14698,5
19013,3
367,6
89,1
2031,1
6419,6
1938,6
17060,5
5307,1
15775,5
11769,5
20415,3
14527,4
2404,6
1792,1
9309,4
11055,4
12896,5
23212,7
14523,4
9048,6
8309,1
8459,1
15544,4
4507,1
6374,6
7498,1
2185,1
18199,5
9457,1
15880,5
20992,5
4152,6
5898,6
16143,5
9530,4
20233,5
9711,1
8798,6
5896,6
6879,1
1418,6
278,6
16480,2
5177,1
20100,3
9570,4
16634,5
13512,4
2907,6
5685,6
16932,5
7982,6
9645,1
18275,5
3829,6
21389,3
22688,8
6832,6
10145,1
1735,6
7968,1
13492,4
14747,5
8216,6
1941,6
11296,5
3354,1
4318,6
9396,1
15938,5
16061,5
11563,5
14939,4
14233,4
4099,1
22595,8
20514,5
16587,2
3051,6
20443,3
7023,6
6089,6
15384,5
4387,6
8767,6
16936,5
6079,6
6398,1
15942,5
4586,6
19657,5
21407,5
6822,1
7669,1
14234,5
10652,1
2886,6
18680,5
15475,5
5165,1
19707,3
7747,6
6248,6
8478,1
22951,7
14068,4
170,1
2303,1
5266,1
7089,6
604,6
1416,6
8690,6
6163,1
18563,5
10460,1
5872,6
718,6
14306,4
9971,4
112,1
8086,6
1856,6
2697,1
11307,4
18925,5
4347,1
2023,6
8326,6
6080,1
8441,1
20898,5
10989,1
7743,1
16709,5
19230,3
3773,6
13737,4
5023,1
19085,3
12036,5
21026,3
15157,5
4811,1
13275,5
9361,4
11475,5
13972,5
23464,7
12220,5
17177,5
14985,4
16042,2
1846,1
6549,1
2824,6
528,1
16167,5
9773,1
10147,4
5548,1
20193,5
20351,3
9701,4
10829,1
8564,6
15204,5
721,1
9970,4
126,1
9740,1
10948,1
13893,5
6492,1
619,6
5745,6
11239,4
2685,1
16084,2
17997,5
4476,1
21687,3
3313,1
15293,5
17630,3
12090,4
7207,1
21544,3
12470,5
4946,6
18801,5
14805,4
17611,5
16349,5
10708,1
17254,2
15080,5
22293,8
19094,3
10848,4
14441,4
10773,4
2763,6
6588,1
14392,5
9657,4
14188,4
19912,5
21365,5
19052,5
20449,5
11033,1
6996,6
21339,5
7702,6
10480,1
23266,7
321,6
7057,6
2402,6
7087,1
20607,5
16487,2
9677,1
11345,5
3645,1
21855,3
2786,1
6136,1
10382,4
5217,6
15609,4
19261,5
14461,5
14903,5
20784,5
16801,5
5633,6
15713,4
19817,5
20828,5
5118,1
12423,4
10318,1
14568,4
12300,4
6156,1
21931,8
15725,5
3513,1
14200,4
16523,2
16885,2
2098,1
7787,1
15404,5
12097,5
6786,6
9465,4
23071,7
14359,5
9451,4
9261,1
11480,4
20184,5
11471,4
13391,5
19417,3
11206,4
1184,1
19575,5
19083,5
15122,5
10654,4
13727,5
19442,3
9321,1
2910,1
3633,1
16031,5
9660,4
17935,3
6185,1
20461,3
3139,1
18879,5
16209,5
11623,4
12307,4
18772,5
3906,6
1333,6
22216,8
18844,3
13809,5
20542,3
4018,6
3484,6
8231,1
2976,6
21550,3
20731,5
21368,3
1573,6
19054,3
3570,1
10140,4
21232,3
15472,4
2822,1
19116,5
3114,6
22686,8
10678,1
12327,5
7762,6
